episode,episode_steps,episode_reward,epsilon,running_avg_100,generalization_avg,generalization_seeds,generalization_rewards,best_running_avg_100,best_generalization_avg,saved_best_running_model,saved_best_generalization_model
0,13,13.0,0.8954388863027813,,,,,0,0,0,0
1,50,50.0,0.8535508045555958,,,,,0,0,0,0
2,28,28.0,0.8309749979170779,,,,,0,0,0,0
3,11,11.0,0.8222741072701597,,,,,0,0,0,0
4,11,11.0,0.8136665456086175,,,,,0,0,0,0
5,43,43.0,0.7808955272678728,,,,,0,0,0,0
6,14,14.0,0.7705205759312469,,,,,0,0,0,0
7,11,11.0,0.7624681418727837,,,,,0,0,0,0
8,15,15.0,0.7516265654861977,,,,,0,0,0,0
9,30,30.0,0.7304159073373709,,,,,0,0,0,0
10,17,17.0,0.7186705731017556,,,,,0,0,0,0
11,32,32.0,0.6970857925601445,,,,,0,0,0,0
12,11,11.0,0.6898210472684337,,,,,0,0,0,0
13,19,19.0,0.6774559140786204,,,,,0,0,0,0
14,19,19.0,0.665318979820588,,,,,0,0,0,0
15,15,15.0,0.6558956140041524,,,,,0,0,0,0
16,17,17.0,0.645381991878122,,,,,0,0,0,0
17,13,13.0,0.6374595689294662,,,,,0,0,0,0
18,27,27.0,0.6213244341385271,,,,,0,0,0,0
19,21,21.0,0.609066862911089,,,,,0,0,0,0
20,12,12.0,0.6021750122325351,,,,,0,0,0,0
21,13,13.0,0.594799772119102,,,,,0,0,0,0
22,16,16.0,0.5858506483716756,,,,,0,0,0,0
23,15,15.0,0.5775873834276749,,,,,0,0,0,0
24,9,9.0,0.5726874398785794,,,,,0,0,0,0
25,13,13.0,0.5656856369638771,,,,,0,0,0,0
26,14,14.0,0.5582443676984699,,,,,0,0,0,0
27,15,15.0,0.5503841069412911,,,,,0,0,0,0
28,9,9.0,0.5457231364589988,,,,,0,0,0,0
29,14,14.0,0.5385539905135055,,,,,0,0,0,0
30,11,11.0,0.5329897162235833,,,,,0,0,0,0
31,9,9.0,0.5284815505292388,,,,,0,0,0,0
32,11,11.0,0.5230253169724021,,,,,0,0,0,0
33,9,9.0,0.5186046856987403,,,,,0,0,0,0
34,12,12.0,0.5127708600486693,,,,,0,0,0,0
35,14,14.0,0.5060509104778143,,,,,0,0,0,0
36,12,12.0,0.5003639109245164,,,,,0,0,0,0
37,15,15.0,0.49334860522271806,,,,,0,0,0,0
38,12,12.0,0.4878101689396561,,,,,0,0,0,0
39,14,14.0,0.4814304766492089,,,,,0,0,0,0
40,11,11.0,0.4764789303898297,,,,,0,0,0,0
41,19,19.0,0.4680510328470751,,,,,0,0,0,0
42,11,11.0,0.463242999472252,,,,,0,0,0,0
43,11,11.0,0.45848653884954516,,,,,0,0,0,0
44,11,11.0,0.45378109779045683,,,,,0,0,0,0
45,14,14.0,0.4478652804445562,,,,,0,0,0,0
46,13,13.0,0.4424442532206789,,,,,0,0,0,0
47,15,15.0,0.43627447484037146,,,,,0,0,0,0
48,16,16.0,0.42979262069766,,,,,0,0,0,0
49,14,14.0,0.4242038076779247,,9.3,42|49|56|63|70|77|84|91|98|105|112|119|126|133|140|147|154|161|168|175|182|189|196|203|210|217|224|231|238|245,10.0|9.0|11.0|9.0|9.0|9.0|10.0|10.0|8.0|8.0|10.0|10.0|9.0|9.0|10.0|10.0|9.0|9.0|10.0|8.0|9.0|9.0|10.0|8.0|9.0|10.0|10.0|9.0|10.0|8.0,0,9.3,0,1
50,10,10.0,0.4202585031784014,,9.3,,,0,9.3,0,0
51,15,15.0,0.41441259856655493,,9.3,,,0,9.3,0,0
52,15,15.0,0.4086520341011131,,9.3,,,0,9.3,0,0
53,10,10.0,0.40485845301251633,,9.3,,,0,9.3,0,0
54,11,11.0,0.40072824672443286,,9.3,,,0,9.3,0,0
