seed,step,action,q0,q1,hl2_mem_mean,hl2_mem_max,hl2_mem_min,obs0,obs1,obs2,obs3
42,0,1,96.9566650390625,97.20579528808594,-5.143103122711182,14.010908126831055,-19.408374786376953,0.02739560417830944,-0.006112155970185995,0.03585979342460632,0.019736802205443382
42,1,1,96.91620635986328,97.10012817382812,-5.235265254974365,13.993206977844238,-19.265239715576172,0.02727336250245571,0.18847766518592834,0.036254528909921646,-0.26141977310180664
42,2,1,97.23220825195312,97.33395385742188,-5.252969264984131,14.384034156799316,-19.86618995666504,0.0310429148375988,0.3830638527870178,0.03102613240480423,-0.5424507260322571
42,3,0,98.01451873779297,97.99890899658203,-4.99091911315918,12.95357608795166,-18.148906707763672,0.03870419040322304,0.5777363181114197,0.020177118480205536,-0.8251987099647522
42,4,0,98.1159896850586,98.08232116699219,-5.146164894104004,13.3967924118042,-18.687103271484375,0.05025891959667206,0.3823443055152893,0.0036731448490172625,-0.5262386202812195
42,5,1,98.37789916992188,98.39735412597656,-5.163029670715332,13.66115665435791,-19.141687393188477,0.05790580436587334,0.1871708482503891,-0.006851627957075834,-0.2324005514383316
42,6,0,98.037841796875,97.97432708740234,-4.9721879959106445,12.857500076293945,-17.88096809387207,0.061649221926927567,0.38239002227783203,-0.011499638669192791,-0.527236819267273
42,7,0,97.9759521484375,97.90074920654297,-4.717879295349121,11.690132141113281,-16.952909469604492,0.06929702311754227,0.18743175268173218,-0.02204437553882599,-0.23819954693317413
42,8,1,97.61953735351562,97.64019012451172,-4.787674903869629,11.910569190979004,-17.254770278930664,0.07304565608501434,-0.0073684449307620525,-0.026808366179466248,0.04744923487305641
42,9,0,97.80818176269531,97.7314682006836,-4.901665687561035,12.734273910522461,-18.108991622924805,0.07289829105138779,0.18812745809555054,-0.02585938200354576,-0.25356996059417725
42,10,1,97.55237579345703,97.57774353027344,-5.023921489715576,13.046952247619629,-18.528091430664062,0.07666083425283432,-0.006615893915295601,-0.0309307798743248,0.030845588073134422
42,11,0,97.33363342285156,97.25230407714844,-4.830859661102295,12.262819290161133,-17.503131866455078,0.07652851939201355,0.18893565237522125,-0.030313868075609207,-0.27143362164497375
42,12,0,97.27635192871094,97.26693725585938,-4.838235855102539,12.34204387664795,-17.535457611083984,0.08030723035335541,-0.005740911699831486,-0.035742539912462234,0.011536146514117718
42,13,1,97.46646118164062,97.58381652832031,-5.034846305847168,13.13854694366455,-18.691287994384766,0.08019241690635681,-0.20033252239227295,-0.035511817783117294,0.29273107647895813
42,14,1,97.33342742919922,97.41969299316406,-4.986339569091797,12.693503379821777,-18.023536682128906,0.07618576288223267,-0.004722717218101025,-0.02965719811618328,-0.01093693170696497
42,15,0,97.16548156738281,97.16221618652344,-4.718598365783691,12.183897018432617,-17.49736785888672,0.07609131187200546,0.19081172347068787,-0.02987593598663807,-0.31282755732536316
