episode,episode_steps,episode_reward,epsilon,running_avg_100,generalization_avg,generalization_seeds,generalization_rewards,best_running_avg_100,best_generalization_avg,saved_best_running_model,saved_best_generalization_model
85,25,25.0,0.3553291067690464,,10.166666666666666,,,0,10.166666666666666,0,0
86,41,41.0,0.34721379609226666,,10.166666666666666,,,0,10.166666666666666,0,0
87,42,42.0,0.33909580633633546,,10.166666666666666,,,0,10.166666666666666,0,0
88,95,95.0,0.32143837846027207,,10.166666666666666,,,0,10.166666666666666,0,0
89,78,78.0,0.30764199530753,,10.166666666666666,,,0,10.166666666666666,0,0
90,59,59.0,0.2976081192207007,,10.166666666666666,,,0,10.166666666666666,0,0
91,62,62.0,0.28742309681941336,,10.166666666666666,,,0,10.166666666666666,0,0
92,78,78.0,0.2751128539691258,,10.166666666666666,,,0,10.166666666666666,0,0
93,186,186.0,0.24788452888566345,,10.166666666666666,,,0,10.166666666666666,0,0
94,57,57.0,0.24010460652941212,,10.166666666666666,,,0,10.166666666666666,0,0
95,33,33.0,0.2357151740903877,,10.166666666666666,,,0,10.166666666666666,0,0
96,93,93.0,0.22378211387566385,,10.166666666666666,,,0,10.166666666666666,0,0
97,84,84.0,0.21353679438789797,,10.166666666666666,,,0,10.166666666666666,0,0
98,96,96.0,0.20241579132697443,,10.166666666666666,,,0,10.166666666666666,0,0
99,91,91.0,0.19242380853502508,26.61,104.43333333333334,42|49|56|63|70|77|84|91|98|105|112|119|126|133|140|147|154|161|168|175|182|189|196|203|210|217|224|231|238|245,92.0|105.0|96.0|103.0|104.0|107.0|96.0|96.0|103.0|110.0|102.0|94.0|114.0|99.0|94.0|94.0|114.0|110.0|105.0|117.0|109.0|111.0|93.0|115.0|108.0|100.0|113.0|109.0|94.0|126.0,26.61,104.43333333333334,1,1
100,80,80.0,0.18405965282210804,27.2,104.43333333333334,,,27.2,104.43333333333334,1,0
101,154,154.0,0.1689986665469712,28.48,104.43333333333334,,,28.48,104.43333333333334,1,0
102,133,133.0,0.15701872143585247,29.45,104.43333333333334,,,29.45,104.43333333333334,1,0
103,107,107.0,0.14802164292922504,30.2,104.43333333333334,,,30.2,104.43333333333334,1,0
104,129,129.0,0.13788282521392853,31.2,104.43333333333334,,,31.2,104.43333333333334,1,0
105,150,150.0,0.1269979149663437,32.58,104.43333333333334,,,32.58,104.43333333333334,1,0
106,148,148.0,0.11713671000164845,33.83,104.43333333333334,,,33.83,104.43333333333334,1,0
107,146,146.0,0.1081943258178687,35.16,104.43333333333334,,,35.16,104.43333333333334,1,0
108,152,152.0,0.09964576742329619,36.55,104.43333333333334,,,36.55,104.43333333333334,1,0
109,160,160.0,0.09141612154443032,38.04,104.43333333333334,,,38.04,104.43333333333334,1,0
110,175,175.0,0.08323777290556865,39.5,104.43333333333334,,,39.5,104.43333333333334,1,0
111,144,144.0,0.07709650773581646,40.83,104.43333333333334,,,40.83,104.43333333333334,1,0
112,240,240.0,0.06792231406748615,43.04,104.43333333333334,,,43.04,104.43333333333334,1,0
113,350,350.0,0.05661310079364895,46.44,104.43333333333334,,,46.44,104.43333333333334,1,0
114,163,163.0,0.052071784418496456,47.98,104.43333333333334,,,47.98,104.43333333333334,1,0
115,468,468.0,0.04115976415313893,52.57,104.43333333333334,,,52.57,104.43333333333334,1,0
116,135,135.0,0.038518524651461036,53.78,104.43333333333334,,,53.78,104.43333333333334,1,0
117,344,344.0,0.03264290039858549,56.98,104.43333333333334,,,56.98,104.43333333333334,1,0
118,123,123.0,0.030807595445325568,58.07,104.43333333333334,,,58.07,104.43333333333334,1,0
119,109,109.0,0.0292857979177027,59.04,104.43333333333334,,,59.04,104.43333333333334,1,0
120,133,133.0,0.02755311403689298,60.14,104.43333333333334,,,60.14,104.43333333333334,1,0
121,134,134.0,0.025935899217830433,61.35,104.43333333333334,,,61.35,104.43333333333334,1,0
122,320,320.0,0.022540813693853884,64.38,104.43333333333334,,,64.38,104.43333333333334,1,0
123,161,161.0,0.021054016948661616,65.86,104.43333333333334,,,65.86,104.43333333333334,1,0
124,208,208.0,0.01932539491520406,67.8,104.43333333333334,,,67.8,104.43333333333334,1,0
125,500,500.0,0.01592303653821754,72.55,104.43333333333334,,,72.55,104.43333333333334,1,0
126,500,500.0,0.013367914496419074,77.44,104.43333333333334,,,77.44,104.43333333333334,1,0
127,325,325.0,0.012059139743983779,80.57,104.43333333333334,,,80.57,104.43333333333334,1,0
128,131,131.0,0.0115967417790824,81.76,104.43333333333334,,,81.76,104.43333333333334,1,0
129,260,260.0,0.010775654641697226,84.26,104.43333333333334,,,84.26,104.43333333333334,1,0
130,209,209.0,0.010198766693116212,86.23,104.43333333333334,,,86.23,104.43333333333334,1,0
131,149,149.0,0.009827675985875504,87.61,104.43333333333334,,,87.61,104.43333333333334,1,0
132,97,97.0,0.009602565880499566,88.39,104.43333333333334,,,88.39,104.43333333333334,1,0
133,137,137.0,0.00930519586731661,89.66,104.43333333333334,,,89.66,104.43333333333334,1,0
134,121,121.0,0.009061274174783904,90.77,104.43333333333334,,,90.77,104.43333333333334,1,0
135,34,34.0,0.008995722041972238,90.99,104.43333333333334,,,90.99,104.43333333333334,1,0
136,143,143.0,0.008733574824271017,92.31,104.43333333333334,,,92.31,104.43333333333334,1,0
137,116,116.0,0.00853614430808993,93.38,104.43333333333334,,,93.38,104.43333333333334,1,0
138,145,145.0,0.008307105505887522,94.65,104.43333333333334,,,94.65,104.43333333333334,1,0
139,99,99.0,0.00816130341706695,95.34,104.43333333333334,,,95.34,104.43333333333334,1,0
140,132,132.0,0.007979325526722054,96.53,104.43333333333334,,,96.53,104.43333333333334,1,0
141,106,106.0,0.007842831341459883,97.48,104.43333333333334,,,97.48,104.43333333333334,1,0
142,108,108.0,0.007712027727935385,98.39,104.43333333333334,,,98.39,104.43333333333334,1,0
143,107,107.0,0.007590173871007544,99.32,104.43333333333334,,,99.32,104.43333333333334,1,0
144,109,109.0,0.007473487270297307,100.31,104.43333333333334,,,100.31,104.43333333333334,1,0
145,98,98.0,0.007374617667299585,101.18,104.43333333333334,,,101.18,104.43333333333334,1,0
146,103,103.0,0.007276514765314687,101.68,104.43333333333334,,,101.68,104.43333333333334,1,0
147,96,96.0,0.00719014568774763,102.5,104.43333333333334,,,102.5,104.43333333333334,1,0
148,107,107.0,0.007099314018990204,103.45,104.43333333333334,,,103.45,104.43333333333334,1,0
149,109,109.0,0.00701233409950831,104.42,89.86666666666666,42|49|56|63|70|77|84|91|98|105|112|119|126|133|140|147|154|161|168|175|182|189|196|203|210|217|224|231|238|245,110.0|110.0|49.0|18.0|72.0|124.0|19.0|82.0|84.0|122.0|128.0|126.0|127.0|112.0|112.0|25.0|110.0|78.0|127.0|115.0|133.0|30.0|109.0|113.0|114.0|20.0|31.0|78.0|106.0|112.0,104.42,104.43333333333334,1,0
150,17,17.0,0.006999251254422436,104.44,89.86666666666666,,,104.44,104.43333333333334,1,0
151,109,109.0,0.006918327101444209,105.35,89.86666666666666,,,105.35,104.43333333333334,1,0
152,105,105.0,0.006845007339983257,106.28,89.86666666666666,,,106.28,104.43333333333334,1,0
153,106,106.0,0.006775329107126936,107.21,89.86666666666666,,,107.21,104.43333333333334,1,0
154,17,17.0,0.006764542673095575,107.29,89.86666666666666,,,107.29,104.43333333333334,1,0
155,20,20.0,0.006751986479771729,107.35,89.86666666666666,,,107.35,104.43333333333334,1,0
156,28,28.0,0.006734647696216231,107.51,89.86666666666666,,,107.51,104.43333333333334,1,0
157,16,16.0,0.0067248639487931736,107.52,89.86666666666666,,,107.52,104.43333333333334,1,0
158,103,103.0,0.006663982625130018,108.4,89.86666666666666,,,108.4,104.43333333333334,1,0
159,100,100.0,0.006608213162502322,109.3,89.86666666666666,,,109.3,104.43333333333334,1,0
160,27,27.0,0.006593695041683212,109.44,89.86666666666666,,,109.44,104.43333333333334,1,0
161,112,112.0,0.006535812500984409,110.25,89.86666666666666,,,110.25,104.43333333333334,1,0
162,22,22.0,0.006524872552091166,110.28,89.86666666666666,,,110.28,104.43333333333334,1,0
163,30,30.0,0.006510174858841171,110.45,89.86666666666666,,,110.45,104.43333333333334,1,0
164,29,29.0,0.00649620513451381,110.6,89.86666666666666,,,110.6,104.43333333333334,1,0
165,20,20.0,0.006486705144165481,110.7,89.86666666666666,,,110.7,104.43333333333334,1,0
166,30,30.0,0.006472657646434252,110.84,89.86666666666666,,,110.84,104.43333333333334,1,0
167,103,103.0,0.00642622413025432,111.75,89.86666666666666,,,111.75,104.43333333333334,1,0
168,17,17.0,0.006418820276986429,111.78,89.86666666666666,,,111.78,104.43333333333334,1,0
169,17,17.0,0.006411488161829704,111.79,89.86666666666666,,,111.79,104.43333333333334,1,0
170,28,28.0,0.006399566281801979,111.69,89.86666666666666,,,111.79,104.43333333333334,0,0
171,95,95.0,0.006360512605429097,112.37,89.86666666666666,,,112.37,104.43333333333334,1,0
172,24,24.0,0.006350978069316137,112.28,89.86666666666666,,,112.37,104.43333333333334,0,0
173,21,21.0,0.0063427421849322,112.35,89.86666666666666,,,112.37,104.43333333333334,0,0
174,20,20.0,0.006334990045166469,112.25,89.86666666666666,,,112.37,104.43333333333334,0,0
175,96,96.0,0.006298991211895252,113.05,89.86666666666666,,,113.05,104.43333333333334,1,0
176,38,38.0,0.0062852795754397535,113.33,89.86666666666666,,,113.33,104.43333333333334,1,0
177,17,17.0,0.006279241375403457,113.15,89.86666666666666,,,113.33,104.43333333333334,0,0
178,34,34.0,0.006267339926136483,113.36,89.86666666666666,,,113.36,104.43333333333334,1,0
179,102,102.0,0.006232995054775706,113.97,89.86666666666666,,,113.97,104.43333333333334,1,0
180,109,109.0,0.0061984444818908475,114.94,89.86666666666666,,,114.94,104.43333333333334,1,0
181,102,102.0,0.0061680091231076616,115.11,89.86666666666666,,,115.11,104.43333333333334,1,0
182,126,126.0,0.006132786209240836,116.11,89.86666666666666,,,116.11,104.43333333333334,1,0
183,23,23.0,0.006126626494715503,116.23,89.86666666666666,,,116.23,104.43333333333334,1,0
184,18,18.0,0.006121862130735877,116.08,89.86666666666666,,,116.23,104.43333333333334,0,0
185,29,29.0,0.006114288778104017,116.12,89.86666666666666,,,116.23,104.43333333333334,0,0
186,18,18.0,0.006109650953692602,115.89,89.86666666666666,,,116.23,104.43333333333334,0,0
187,20,20.0,0.00610455358268657,115.67,89.86666666666666,,,116.23,104.43333333333334,0,0
188,17,17.0,0.006100266489930446,114.89,89.86666666666666,,,116.23,104.43333333333334,0,0
189,27,27.0,0.006093542793074268,114.38,89.86666666666666,,,116.23,104.43333333333334,0,0
190,23,23.0,0.006087896640771043,114.02,89.86666666666666,,,116.23,104.43333333333334,0,0
191,30,30.0,0.006080642989304086,113.7,89.86666666666666,,,116.23,104.43333333333334,0,0
192,15,15.0,0.006077062634193402,113.07,89.86666666666666,,,116.23,104.43333333333334,0,0
193,18,18.0,0.006072806613022003,111.39,89.86666666666666,,,116.23,104.43333333333334,0,0
194,15,15.0,0.006069293292370606,110.97,89.86666666666666,,,116.23,104.43333333333334,0,0
195,16,16.0,0.006065578870092457,110.8,89.86666666666666,,,116.23,104.43333333333334,0,0
196,16,16.0,0.006061898330563712,110.03,89.86666666666666,,,116.23,104.43333333333334,0,0
197,15,15.0,0.006058478322278902,109.34,89.86666666666666,,,116.23,104.43333333333334,0,0
198,15,15.0,0.006055087569659961,108.53,89.86666666666666,,,116.23,104.43333333333334,0,0
199,17,17.0,0.006051279767647865,107.79,23.133333333333333,42|49|56|63|70|77|84|91|98|105|112|119|126|133|140|147|154|161|168|175|182|189|196|203|210|217|224|231|238|245,23.0|20.0|19.0|26.0|16.0|18.0|13.0|15.0|23.0|19.0|21.0|15.0|18.0|26.0|23.0|16.0|27.0|30.0|16.0|18.0|16.0|17.0|23.0|19.0|30.0|15.0|15.0|112.0|26.0|19.0,116.23,104.43333333333334,0,0
200,14,14.0,0.006048171649632486,107.13,23.133333333333333,,,116.23,104.43333333333334,0,0
201,19,19.0,0.0060439931546227245,105.78,23.133333333333333,,,116.23,104.43333333333334,0,0
202,10,10.0,0.00604181214262927,104.55,23.133333333333333,,,116.23,104.43333333333334,0,0
203,15,15.0,0.0060385639569699775,103.63,23.133333333333333,,,116.23,104.43333333333334,0,0
204,13,13.0,0.0060357713469623795,102.47,23.133333333333333,,,116.23,104.43333333333334,0,0
205,22,22.0,0.006031092502653498,101.19,23.133333333333333,,,116.23,104.43333333333334,0,0
206,18,18.0,0.006027307965856307,99.89,23.133333333333333,,,116.23,104.43333333333334,0,0
207,30,30.0,0.006021086464253817,98.73,23.133333333333333,,,116.23,104.43333333333334,0,0
208,21,21.0,0.0060167945825415035,97.42,23.133333333333333,,,116.23,104.43333333333334,0,0
209,16,16.0,0.006013559050517629,95.98,23.133333333333333,,,116.23,104.43333333333334,0,0
210,18,18.0,0.006009954342414225,94.41,23.133333333333333,,,116.23,104.43333333333334,0,0
211,17,17.0,0.006006583849510817,93.14,23.133333333333333,,,116.23,104.43333333333334,0,0
212,16,16.0,0.006003441459214678,90.9,23.133333333333333,,,116.23,104.43333333333334,0,0
213,14,14.0,0.00600071539068253,87.54,23.133333333333333,,,116.23,104.43333333333334,0,0
214,15,15.0,0.005997818757634553,86.06,23.133333333333333,,,116.23,104.43333333333334,0,0
215,15,15.0,0.005994946903160643,81.53,23.133333333333333,,,116.23,104.43333333333334,0,0
216,17,17.0,0.005991721821748595,80.35,23.133333333333333,,,116.23,104.43333333333334,0,0
217,18,18.0,0.005988341083248838,77.09,23.133333333333333,,,116.23,104.43333333333334,0,0
218,115,115.0,0.005967545433597507,77.01,23.133333333333333,,,116.23,104.43333333333334,0,0
219,17,17.0,0.005964585853080535,76.09,23.133333333333333,,,116.23,104.43333333333334,0,0
220,18,18.0,0.005961483429755815,74.94,23.133333333333333,,,116.23,104.43333333333334,0,0
221,23,23.0,0.005957565483269027,73.83,23.133333333333333,,,116.23,104.43333333333334,0,0
222,19,19.0,0.0059543676207085856,70.82,23.133333333333333,,,116.23,104.43333333333334,0,0
223,23,23.0,0.0059505427958473685,69.44,23.133333333333333,,,116.23,104.43333333333334,0,0
224,16,16.0,0.005947911608865104,67.52,23.133333333333333,,,116.23,104.43333333333334,0,0
225,23,23.0,0.005944171271138601,62.75,23.133333333333333,,,116.23,104.43333333333334,0,0
226,18,18.0,0.005941278226296587,57.93,23.133333333333333,,,116.23,104.43333333333334,0,0
227,25,25.0,0.005937309267284303,54.93,23.133333333333333,,,116.23,104.43333333333334,0,0
228,25,25.0,0.005933396732663358,53.87,23.133333333333333,,,116.23,104.43333333333334,0,0
229,30,30.0,0.005928775042688179,51.57,23.133333333333333,,,116.23,104.43333333333334,0,0
230,20,20.0,0.005925737739387669,49.68,23.133333333333333,,,116.23,104.43333333333334,0,0
231,29,29.0,0.005921394990377117,48.48,23.133333333333333,,,116.23,104.43333333333334,0,0
232,21,21.0,0.005918294965120906,47.72,23.133333333333333,,,116.23,104.43333333333334,0,0
233,18,18.0,0.0059156673159508405,46.53,23.133333333333333,,,116.23,104.43333333333334,0,0
234,18,18.0,0.005913066616791207,45.5,23.133333333333333,,,116.23,104.43333333333334,0,0
235,116,116.0,0.0058969346179666765,46.32,23.133333333333333,,,116.23,104.43333333333334,0,0
236,106,106.0,0.005883101722522839,45.95,23.133333333333333,,,116.23,104.43333333333334,0,0
237,104,104.0,0.005870322021030907,45.83,23.133333333333333,,,116.23,104.43333333333334,0,0
238,33,33.0,0.0058664234531362975,44.71,23.133333333333333,,,116.23,104.43333333333334,0,0
239,111,111.0,0.00585383791588709,44.83,23.133333333333333,,,116.23,104.43333333333334,0,0
240,105,105.0,0.005842646969605743,44.56,23.133333333333333,,,116.23,104.43333333333334,0,0
241,109,109.0,0.005831720137971224,44.59,23.133333333333333,,,116.23,104.43333333333334,0,0
242,104,104.0,0.0058219115994869695,44.55,23.133333333333333,,,116.23,104.43333333333334,0,0
243,84,84.0,0.005814404940820693,44.32,23.133333333333333,,,116.23,104.43333333333334,0,0
244,99,99.0,0.005806009191719575,44.22,23.133333333333333,,,116.23,104.43333333333334,0,0
245,100,100.0,0.005797998387370063,44.24,23.133333333333333,,,116.23,104.43333333333334,0,0
246,138,138.0,0.0057876705542958045,44.59,23.133333333333333,,,116.23,104.43333333333334,0,0
247,99,99.0,0.005780748497722588,44.62,23.133333333333333,,,116.23,104.43333333333334,0,0
248,107,107.0,0.00577369550205398,44.62,23.133333333333333,,,116.23,104.43333333333334,0,0
249,109,109.0,0.005766941591179568,44.62,107.83333333333333,42|49|56|63|70|77|84|91|98|105|112|119|126|133|140|147|154|161|168|175|182|189|196|203|210|217|224|231|238|245,104.0|109.0|106.0|108.0|107.0|109.0|106.0|104.0|107.0|109.0|108.0|104.0|108.0|111.0|108.0|104.0|111.0|112.0|106.0|112.0|108.0|111.0|104.0|112.0|109.0|104.0|110.0|109.0|103.0|112.0,116.23,107.83333333333333,0,1
250,104,104.0,0.0057608789010103875,45.49,107.83333333333333,,,116.23,107.83333333333333,0,0
251,117,117.0,0.0057544764018347735,45.57,107.83333333333333,,,116.23,107.83333333333333,0,0
252,21,21.0,0.005753371963459382,44.73,107.83333333333333,,,116.23,107.83333333333333,0,0
253,112,112.0,0.005747700814464625,44.79,107.83333333333333,,,116.23,107.83333333333333,0,0
254,103,103.0,0.00574279693748871,45.65,107.83333333333333,,,116.23,107.83333333333333,0,0
255,127,127.0,0.005737135403845575,46.72,107.83333333333333,,,116.23,107.83333333333333,0,0
256,120,120.0,0.0057321513542143996,47.64,107.83333333333333,,,116.23,107.83333333333333,0,0
257,121,121.0,0.005727460897562494,48.69,107.83333333333333,,,116.23,107.83333333333333,0,0
258,112,112.0,0.005723399668426027,48.78,107.83333333333333,,,116.23,107.83333333333333,0,0
259,114,114.0,0.005719524953600161,48.92,107.83333333333333,,,116.23,107.83333333333333,0,0
260,129,129.0,0.0057154349403522,49.94,107.83333333333333,,,116.23,107.83333333333333,0,0
261,120,120.0,0.005711892233513705,50.02,107.83333333333333,,,116.23,107.83333333333333,0,0
262,117,117.0,0.005708664777749615,50.97,107.83333333333333,,,116.23,107.83333333333333,0,0
263,118,118.0,0.005705621572370484,51.85,107.83333333333333,,,116.23,107.83333333333333,0,0
264,125,125.0,0.005702614472572328,52.81,107.83333333333333,,,116.23,107.83333333333333,0,0
265,122,122.0,0.00569987999563932,53.83,107.83333333333333,,,116.23,107.83333333333333,0,0
266,134,134.0,0.005697088742961618,54.87,107.83333333333333,,,116.23,107.83333333333333,0,0
267,136,136.0,0.005694466596187883,55.2,107.83333333333333,,,116.23,107.83333333333333,0,0
268,154,154.0,0.005691733826994328,56.57,107.83333333333333,,,116.23,107.83333333333333,0,0
269,147,147.0,0.005689340774800572,57.87,107.83333333333333,,,116.23,107.83333333333333,0,0
270,133,133.0,0.005687342569730049,58.92,107.83333333333333,,,116.23,107.83333333333333,0,0
271,133,133.0,0.005685490923309064,59.3,107.83333333333333,,,116.23,107.83333333333333,0,0
272,135,135.0,0.005683750268575467,60.41,107.83333333333333,,,116.23,107.83333333333333,0,0
273,141,141.0,0.005682070373613227,61.61,107.83333333333333,,,116.23,107.83333333333333,0,0
274,133,133.0,0.005680605417204383,62.74,107.83333333333333,,,116.23,107.83333333333333,0,0
275,12,12.0,0.005680478647129139,61.9,107.83333333333333,,,116.23,107.83333333333333,0,0
276,143,143.0,0.005679033157575796,62.95,107.83333333333333,,,116.23,107.83333333333333,0,0
277,147,147.0,0.0056776656293434265,64.25,107.83333333333333,,,116.23,107.83333333333333,0,0
278,151,151.0,0.005676375773419513,65.42,107.83333333333333,,,116.23,107.83333333333333,0,0
279,145,145.0,0.005675237861444503,65.85,107.83333333333333,,,116.23,107.83333333333333,0,0
280,121,121.0,0.005674358016489068,65.97,107.83333333333333,,,116.23,107.83333333333333,0,0
281,143,143.0,0.005673393836690448,66.38,107.83333333333333,,,116.23,107.83333333333333,0,0
282,142,142.0,0.005672511440454289,66.54,107.83333333333333,,,116.23,107.83333333333333,0,0
283,160,160.0,0.005671599496204446,67.91,107.83333333333333,,,116.23,107.83333333333333,0,0
284,150,150.0,0.005670817207678593,69.23,107.83333333333333,,,116.23,107.83333333333333,0,0
285,153,153.0,0.005670085582068315,70.47,107.83333333333333,,,116.23,107.83333333333333,0,0
286,161,161.0,0.005669381883652578,71.9,107.83333333333333,,,116.23,107.83333333333333,0,0
287,195,195.0,0.005668612058688323,73.65,107.83333333333333,,,116.23,107.83333333333333,0,0
288,55,55.0,0.005668410026655211,74.03,107.83333333333333,,,116.23,107.83333333333333,0,0
289,90,90.0,0.00566809285325451,74.66,107.83333333333333,,,116.23,107.83333333333333,0,0
290,170,170.0,0.005667536576594861,76.13,107.83333333333333,,,116.23,107.83333333333333,0,0
291,168,168.0,0.005667037564968321,77.51,107.83333333333333,,,116.23,107.83333333333333,0,0
292,254,254.0,0.00566636865602716,79.9,107.83333333333333,,,116.23,107.83333333333333,0,0
293,500,500.0,0.005665304930520641,84.72,107.83333333333333,,,116.23,107.83333333333333,0,0
294,148,148.0,0.005665044208560999,86.05,107.83333333333333,,,116.23,107.83333333333333,0,0
295,267,267.0,0.005664626274914064,88.56,107.83333333333333,,,116.23,107.83333333333333,0,0
296,182,182.0,0.005664375894951601,90.22,107.83333333333333,,,116.23,107.83333333333333,0,0
