spike_number,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38
11,40.85313540505457,40.85313540505457,52.994643900929205,53.811346583174775,59.82818705549732,61.467028162644766,65.07039514253685,66.89133033318711,69.40032151694439,71.14499910645975,73.09447783113819,74.69022012541993,76.31564239584401,,,,,,,,,,,,,,,,,,,,,,,,,
12,41.01514055045164,41.01514055045164,53.20482825573493,54.024708595168846,60.06531554187004,61.71048705003376,65.32792540392181,67.15579908863366,69.6744037998374,71.42560572771097,73.38236806385288,74.98393753950992,76.61525416887874,,,,,,,,,,,,,,,,,,,,,,,,,
13,41.1750274816958,41.1750274816958,53.411631836181535,54.23426884723955,60.29774299179014,61.948687158237114,65.57946686989659,67.41369572222038,69.94127698272567,71.69843645130575,73.6619074226294,75.26876876663155,,,,,,,,,,,,,,,,,,,,,,,,,,
14,40.72377660509197,40.72377660509197,52.90975571154648,53.76606007618136,59.83088181645615,61.51215576009777,65.15893055584706,67.01934397284182,69.56668676083095,71.34684850763274,73.33016143357418,74.95751372470765,76.61288479595059,,,,,,,,,,,,,,,,,,,,,,,,,
15,41.218529896815014,41.218529896815014,53.48627805968146,54.32011201767412,60.40611451462327,62.07126453786114,65.72017792528152,67.56885647605527,70.11200229789105,71.88290291316379,73.86018245841242,75.4797965737359,,,,,,,,,,,,,,,,,,,,,,,,,,
16,40.853475029476776,40.853475029476776,53.084780177780836,53.947626343629,60.037689521830615,61.729004723004984,65.39276740676519,67.26387696752329,69.8242564422082,71.61466503628064,73.60882141534006,75.24564079128864,,,,,,,,,,,,,,,,,,,,,,,,,,
17,40.7673771840588,40.7673771840588,52.98938807482442,53.85977724415432,59.95162624484987,61.65070871155117,65.31976811094034,67.19836535028064,69.76515616690237,71.5627178378941,73.56349498745894,75.2071080557605,,,,,,,,,,,,,,,,,,,,,,,,,,
18,40.7609978182666,40.7609978182666,52.98725413927118,53.86117120711798,59.95775859798018,61.661147190341296,65.33489339735505,67.21793470763635,69.78924737728497,71.59116667014499,73.59626197969129,75.2440596070636,,,,,,,,,,,,,,,,,,,,,,,,,,
19,40.78755288651635,40.78755288651635,53.02460464152863,53.900809819118685,60.00403391671155,61.710706529754155,65.38935105995259,67.27590001342989,69.85126504352036,71.65661547346883,73.6652785752205,75.3163309629112,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40.829984360032,40.829984360032,53.081188979206374,53.95917603201017,60.07009764350022,61.779651487700754,65.46339689946537,67.3530720456831,69.93232938214145,71.7407116845524,73.75262052996831,75.40650618565603,,,,,,,,,,,,,,,,,,,,,,,,,,
21,40.88053601107515,40.88053601107515,53.14763579309413,54.02715322971939,60.1463272246835,61.858558434952116,65.54750966540435,67.44011091735283,70.02317128529808,71.83436949219109,73.84934498116684,75.50583075289984,,,,,,,,,,,,,,,,,,,,,,,,,,
22,40.93519465034701,40.93519465034701,53.219044204717264,54.099945807406215,60.227623564811346,61.94240217249245,65.63658084162168,67.53197592884433,70.11876084437111,71.93263215543968,73.9505489452193,75.60948182069535,,,,,,,,,,,,,,,,,,,,,,,,,,
23,40.99170829563879,40.99170829563879,53.29264545351101,54.17483426618494,60.31108151224172,62.02830804719487,65.72767663024698,67.62576129703267,70.2161883290081,72.03262246442208,74.05337736785128,75.71464234284797,,,,,,,,,,,,,,,,,,,,,,,,,,
24,41.04874609053889,41.04874609053889,53.36679633281985,54.25020082576782,60.3949678178232,62.114556702000435,65.8190380626906,67.7197208300228,70.31370146042025,72.1326041633371,74.156104104072,75.81960606234276,,,,,,,,,,,,,,,,,,,,,,,,,,
25,41.105496510971214,41.105496510971214,53.440492484931376,54.32505541254434,60.47822009299983,62.200092900534514,65.909584275443,67.81278031190601,70.41022120251162,72.2315070955784,74.25766436940734,75.92331969278466,,,,,,,,,,,,,,,,,,,,,,,,,,
26,41.16145738411786,41.16145738411786,53.513111973730524,54.398784770747184,60.5601800819633,62.28426272398549,65.99864541350189,67.90427402937283,70.50507893147875,72.32866828288228,74.3573987127595,76.02513116404761,,,,,,,,,,,,,,,,,,,,,,,,,,
27,41.2163185023808,41.2163185023808,53.58427104127853,54.47101083060885,60.64044241946555,62.366663966193066,66.08580999420178,67.99379363518773,70.59786512970803,72.42368234091748,74.45490460735962,76.12464320638927,,,,,,,,,,,,,,,,,,,,,,,,,,
28,41.269892465783514,41.269892465783514,53.65373871363254,54.54150662360177,60.71876452742323,62.44705672727297,66.17083341119091,68.08109727862714,70.6883381564374,72.51631103332518,74.5499464754394,76.2216243485528,,,,,,,,,,,,,,,,,,,,,,,,,,
29,41.32207220815262,41.32207220815262,53.72138415243611,54.610144324153666,60.795010782912684,62.52530787485188,66.25358095897681,68.1660528835402,70.77636717167663,72.60642655720655,74.6423991472933,76.3159528691584,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41.372804027012144,41.372804027012144,53.78714312046595,54.67686209438918,60.86911681151255,62.60135545318299,66.33399124959988,68.24860165677642,70.86189534930936,72.69397492209845,74.73221128867607,76.40758047987407,,,,,,,,,,,,,,,,,,,,,,,,,,
31,41.42206999093706,41.42206999093706,53.85099605239277,54.74164237085171,60.94106606102861,62.675185294673156,66.41205213381778,68.32873403189055,70.94491559007767,72.7789517365419,74.81938118528811,76.49650824562508,,,,,,,,,,,,,,,,,,,,,,,,,,
32,41.46987621167543,41.46987621167543,53.91295340660872,54.80449734333229,61.01087411206436,62.74681533517899,66.48778453285783,68.40647349555255,71.02545417340185,72.86138589000339,74.90394040484429,76.58277032003458,,,,,,,,,,,,,,,,,,,,,,,,,,
33,41.51624488842468,41.51624488842468,53.973045712626536,54.86545907923323,61.07857799563494,62.81628492372133,66.56123140745436,68.48186554190741,71.1035595820177,72.94132838763035,74.98594260833035,76.66642279715279,,,,,,,,,,,,,,,,,,,,,,,,,,
34,41.56120883638664,41.56120883638664,54.0313167178484,54.92457271837846,61.14422882556757,62.88364744355559,66.63245013791024,68.55497003669464,71.17929477091965,73.01884462073463,75.06545579905743,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40.92485262642569,40.92485262642569,53.30959748785412,54.24089604887205,60.448925654415945,62.22006095152893,65.97927773621385,67.92796408687272,70.5693481710373,72.43140833492208,74.49637098741482,76.1983559748854,,,,,,,,,,,,,,,,,,,,,,,,,,
36,41.36582308497492,41.36582308497492,53.80107806863723,54.7037295383749,60.915368254183605,62.66315988642725,66.41336810335925,68.34364528525525,70.97301356651056,72.82006957657327,74.87310221421383,76.56251662857635,,,,,,,,,,,,,,,,,,,,,,,,,,
37,41.52628276156537,41.52628276156537,53.99505563535306,54.89304120912196,61.115981123054766,62.86081764044223,66.61439538807045,68.5424750428723,71.17206729495457,73.01714434812038,75.06911775505515,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,40.937373733573864,40.937373733573864,53.330485819696705,54.26488822973765,60.47918376576842,62.254463305235454,66.01898718233706,67.97208786028793,70.61827318951771,72.48472217209198,74.5541604659515,76.26039786915027,,,,,,,,,,,,,,,,,,,,,,,,,,
39,41.4051466085761,41.4051466085761,53.85472100277015,54.759783405267875,60.97973230782186,62.731185921754786,66.48727114913383,68.4215203094615,71.05562867197236,72.90659407386778,74.96375212523643,76.65689129207867,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41.58072028903024,41.58072028903024,54.06728788698907,54.96735702967572,61.19985811536976,62.94815474984911,66.70800929761876,68.63987426756749,71.27423381361189,73.12300150185337,75.1789502468261,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,40.999253877438264,40.999253877438264,53.41198295364438,54.34835439000313,60.57290424591747,62.35158976072764,66.1226393284908,68.07946876729063,70.73046908936013,72.60052552750713,74.67388646981357,76.3834790228754,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41.4731653513568,41.4731653513568,53.943723477874556,54.85060562292297,61.08128760817899,62.83604865020869,66.59880118016866,68.53668794753452,71.17560558238216,73.03007496341525,75.09107943597716,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,40.96582419990315,40.96582419990315,53.37452107646699,54.31375322871106,60.538856924872626,62.320615613152,66.09379669956992,68.05372263028465,70.70744023358807,72.5805736266526,74.65684317618752,76.36945929478986,,,,,,,,,,,,,,,,,,,,,,,,,,
44,41.47202768657972,41.47202768657972,53.94506072815206,54.853639966036425,61.08682136162584,62.84372691712085,66.60890675419256,68.54905817145337,71.19032666751087,73.04705915450509,75.11033515389025,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,40.97985247202196,40.97985247202196,53.39435030551494,54.33487226432946,60.56360651088065,62.3472250941259,66.12314281572594,68.08507752018193,70.74110712726285,72.61623268494893,74.69457787138477,76.40911236164612,,,,,,,,,,,,,,,,,,,,,,,,,,
46,41.49560309655284,41.49560309655284,53.976639226911104,54.8863079847413,61.12392001877846,62.882568416043576,66.65074986026099,68.59280538709315,71.23641759618741,73.0950193313253,75.16029229483794,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,41.00838889086664,41.00838889086664,53.432104586018355,54.373644747573316,60.60727832813864,62.39261334609385,66.17170976205698,68.13552394243712,70.79394328035836,72.67089806272443,74.751221339875,76.46747055456228,,,,,,,,,,,,,,,,,,,,,,,,,,
48,41.52810554675786,41.52810554675786,54.019282597383075,54.92989473565189,61.17274982346376,62.93307707315308,66.70455902685617,68.64846163186846,71.29448749822463,73.15487725605354,75.22210470150323,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,41.04264016341166,41.04264016341166,53.47696821574965,54.41944441098011,60.65851585920513,62.44553741087101,66.22801632841032,68.19368187944686,70.85454360880868,72.73328095068138,74.8155593579349,76.53345513399879,,,,,,,,,,,,,,,,,,,,,,,,,,
50,41.56427021096108,41.56427021096108,54.06647285041272,54.97797078607131,61.226405996958185,62.988386457703875,66.76329172291645,68.70901605199074,71.3574813028703,73.2196211739197,75.28877995454022,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,41.079220402240466,41.079220402240466,53.52471949774456,54.46809090905855,60.71280839100195,62.50149342652495,66.28742502701068,68.25491734775619,70.9182285903583,72.79871465555595,74.88292321192529,76.60242165033634,,,,,,,,,,,,,,,,,,,,,,,,,,
52,41.60183043898341,41.60183043898341,54.11537618906321,55.027724871873836,61.28184838125458,63.0454544140818,66.82380890800188,68.77132513354701,71.42221803488408,73.28607214101302,75.35713132623258,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,41.11655492469658,41.11655492469658,53.573380444572635,54.517617087639415,60.76802209651229,62.55834064960431,66.34772145668285,68.31700755920689,70.98274403370371,72.86494164170239,74.95104535772408,76.67210544445555,,,,,,,,,,,,,,,,,,,,,,,,,,
54,41.63966429919893,41.63966429919893,54.16458223131824,55.07775328877649,61.33755303286259,63.10275059293417,66.88452609743018,68.83379677178831,71.4870815179845,73.3526099286883,75.42552979607241,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,41.153829488084256,41.153829488084256,53.62192400813343,54.56699900886012,60.823042994691555,62.6149584921964,66.40774348585236,68.37878300963692,71.04690109025852,72.93076848267495,75.01872441059328,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,40.98034918149112,40.98034918149112,53.4151612136867,54.3671176330159,60.61377624230448,62.41122894932242,66.20306630921947,68.17895590481064,70.84941400428949,72.73788714914802,74.82946613029222,76.5565311673852,,,,,,,,,,,,,,,,,,,,,,,,,,
57,41.59322119907481,41.59322119907481,54.11108581567458,55.027357139081005,61.28657546257583,63.05495360700314,66.83844179863308,68.79089053609263,71.44678602956544,73.31549457691975,75.39136563088246,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,41.14295477087726,41.14295477087726,53.61112396212983,54.55802099238908,60.81562200104167,62.60971051892345,66.40454799721633,68.37787211310626,71.04822017262501,72.93439776573422,75.0246296765757,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,40.98785437983511,40.98785437983511,53.4268319517202,54.38014463290942,60.62977680818844,62.429088264744614,66.22338891752233,68.2012817486999,70.87395240705055,72.76443329449314,74.858076257217,76.58710078369407,,,,,,,,,,,,,,,,,,,,,,,,,,
60,41.6123559169011,41.6123559169011,54.137111525304505,55.05451784765403,61.31772044915787,63.08784148047976,66.87414665752445,68.82849758149439,71.48667161509019,73.35726313258411,75.43512704111816,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,41.16845643964392,41.16845643964392,53.645081970213944,54.593029760926534,60.85522698204035,62.65103582968931,66.44893054566282,68.42413890546325,71.09683913058959,72.98486335022939,75.07707939399646,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,41.01758889728967,41.01758889728967,53.46607779878052,54.42039418831554,60.675042886630294,62.47607048290924,66.27360016744478,68.25337585789833,70.92845818681944,72.82077102760444,74.9164013508483,76.64714193649297,,,,,,,,,,,,,,,,,,,,,,,,,,
63,41.64570390473325,41.64570390473325,54.180826412872314,55.09917840836951,61.36772602850952,63.13954244725279,66.92920307315569,68.88542194906529,71.54604468411878,73.41844536353179,75.49828992388261,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,41.20342552313936,41.20342552313936,53.690874360500054,54.63977190511066,60.90751185590385,62.70503646179184,66.50637792326364,68.48347167063717,71.15866118104745,73.04850244173574,75.14271259251218,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,41.053788246054495,41.053788246054495,53.513417535596794,54.46867485577981,60.72899609559747,62.53174292291996,66.3327744242288,68.3144385128964,70.99203047880619,72.88615798469954,74.98378463909589,76.71619704114534,,,,,,,,,,,,,,,,,,,,,,,,,,
66,41.68344979154413,41.68344979154413,54.23003519646897,55.14928386693184,61.423612519209826,63.19711869140649,66.99031111776907,68.94839347941038,71.61152271682155,73.48571228355019,75.5675347803297,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,41.241359775538115,41.241359775538115,53.7403691280867,54.69018037168607,60.963752706694585,62.762983954067636,66.56788480222231,68.54685389290123,71.22456392030321,73.11620021050574,75.21239375230033,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,41.09194131417079,41.09194131417079,53.56318596471658,54.51935309543524,60.78552635668338,62.58997623767416,66.39457187163825,68.37810613741041,71.05821588947359,72.95413111132014,75.053734153108,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,41.020437843886455,41.020437843886455,53.476329822428255,54.43460107349367,60.695724639017385,62.50172840201294,66.30510526805023,68.29004851496488,70.97054674809704,72.86792310188724,74.96862813759819,76.70422298609108,,,,,,,,,,,,,,,,,,,,,,,,,,
70,41.68363536565325,41.68363536565325,54.23318264909973,55.15420991816938,61.431318648035706,63.20709091417589,67.00290641889286,68.96338362116558,71.62901932412856,73.5055988946412,75.5898268446761,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,41.2571469953902,41.2571469953902,53.76253561775198,54.7137058360487,60.991220781421084,62.79242645887132,66.60027026996542,68.58137415273738,71.26155463255256,73.1553072630688,75.25371056685731,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,41.11667652428772,41.11667652428772,53.596391392489565,54.55374285514244,60.824629995400514,62.63095964562177,66.43876430040586,68.42435008353061,71.10697552535706,73.00490598876871,75.10665918421077,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,41.05074095159917,41.05074095159917,53.51645270082375,54.475825676710144,60.74218372577919,62.550038050915774,66.3568231166779,68.34379384959263,71.02686379461072,72.92621672934216,75.02905783707855,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,41.014805044042205,41.014805044042205,53.472394941034,54.43263468787034,60.69615236804392,62.504595463583016,66.31055296442975,68.2980775032357,70.98119528611903,72.8811730353354,74.98447404352471,76.72263580024946,,,,,,,,,,,,,,,,,,,,,,,,,,
75,41.69788906353067,41.69788906353067,54.253615197741496,55.176137318032744,61.45722031215055,63.23512794260821,67.03400993961867,68.99679974870931,71.66507285555261,73.5439600355848,75.63058742627965,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,41.28200772424279,41.28200772424279,53.79610175393097,54.748587583268176,61.03103407397709,62.83429639473996,66.64556022764582,68.62891129025215,71.31181681004125,73.20778828249288,75.30855071591901,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,41.14835228582484,41.14835228582484,53.63845369102772,54.5970368727915,60.87351947182558,62.68189114776258,66.49338380345432,68.4812088002542,71.16664994227094,73.06677241594488,75.17088771892466,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,41.08701652102988,41.08701652102988,53.56427437243024,54.52483628170495,60.797259409559466,62.607162052293084,66.41783431466044,68.40705438157427,71.09301685772324,72.99455756248415,75.09977607070242,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,41.054284897244216,41.054284897244216,53.52423961770315,54.485644577240336,60.75556392526087,62.5660667879295,66.37605823682877,68.36584586951595,71.05191643746926,72.95408491264246,75.05977957923889,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,41.035643514943814,41.035643514943814,53.50134993674372,54.463198947329076,60.731634838868416,62.542451164008334,66.35202519625685,68.3421239718999,71.02824915964919,72.93078024349367,75.03675791818242,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,41.024953718672926,41.024953718672926,53.48825654248372,54.450388039561105,60.7180159155183,62.52905542420761,66.33844179579917,68.32877330763898,71.0149894514563,72.91779101891106,75.02399731013001,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,41.01918505856197,41.01918505856197,53.48127836506029,54.443621167071974,60.71090394693141,62.52214424193754,66.33152317431527,68.32207096711682,71.00843299694623,72.91147683809848,75.01790579029017,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,41.01667005244613,41.01667005244613,53.4783686521171,54.44089003190357,60.708156056503796,62.51959936803088,66.32910941530733,68.31987931456678,71.00644055529497,72.90972338740046,75.01638598267195,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,41.01641420227753,41.01641420227753,53.47829707299651,54.440981944644946,60.70847104511774,62.520128149526805,66.32987604315694,68.32088129306743,71.00768818206724,72.91121633520211,75.01812861337466,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,41.017786359433686,41.017786359433686,53.48027802031154,54.443119790667104,60.711011425608,62.522895319272784,66.33296394953089,68.32421937211774,71.01131079273985,72.9150938292374,75.02227226041,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,41.02036574945444,41.02036574945444,53.48378518394651,54.446781446346634,60.7152125358527,62.52733591719015,66.33779025246011,68.3293099540912,71.01671794688131,72.9207659346307,75.02822566576968,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,41.02386044264934,41.02386044264934,53.488451963403236,54.45160236586377,60.72067899992905,62.53305332278947,66.34394471162312,68.33574125602499,71.0234920401188,72.92781440741052,75.03556869503669,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,41.02806114923598,41.02806114923598,53.49401467401647,54.457319825936494,60.72712519942607,62.53976039376154,66.35112969746581,68.34321389851513,71.03132885614437,72.93593395595995,75.04399409271491,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,41.032813667849986,41.032813667849986,53.50027850462702,54.463739404152626,60.734339348442,62.54724382331989,66.3591237200316,68.35150469271376,71.04000121900461,72.94489621586756,75.05327165492471,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,41.038001738468765,41.038001738468765,53.50709623754879,54.47071397002571,60.742160906683836,62.555341666079684,66.36775836761632,68.36044367804777,71.04933588435779,72.95452678545243,75.0632253333612,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,41.043535973770005,41.043535973770005,53.5143544603527,54.47813004199428,60.75046587169791,62.563928667264186,66.37690321609958,68.3698990599805,71.05919834644487,72.96469009285687,75.0737181144136,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,41.04934648544738,41.04934648544738,53.521964350589855,54.48589865146154,60.75915690658138,62.572906393868855,66.38645565623094,68.37976703501107,71.06948255421895,72.97527913226685,75.08464174386596,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,41.05537783528433,41.05537783528433,53.52985534798324,54.49394905874212,60.76815653540339,62.58219641950398,66.39633385560462,68.38996473798592,71.08010377065523,72.98620832454291,75.09590956741704,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,41.061585493634425,41.061585493634425,53.53797070477527,54.50222432751189,60.77740234233518,62.59173550795583,66.40647177657489,68.40042524141782,71.09099350178342,72.99740843921785,75.10745143071755,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,41.06793330166546,41.06793330166546,53.54626429018284,54.510678142307775,60.786843513660905,62.60147213878368,66.41681557712226,68.4110939376229,71.10209582287342,73.0088229104237,75.11920997439884,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,41.074391617977426,41.074391617977426,53.554698252023265,54.51927247690051,60.79643830066108,62.61136395473326,66.42732096318727,68.4219258737757,71.113364668908,73.02040511637506,75.13113789482209,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,41.08093594180079,41.08093594180079,53.563241276566345,54.527975857296966,60.80615212707732,62.62137585536493,66.43795120897043,68.43288375693427,71.12476180395404,73.03211633819183,75.14319588660962,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,41.087545874440316,41.087545874440316,53.5718672738117,54.53676204811601,60.815956156190595,62.6314785520791,66.44867565478887,68.44393643868466,71.13625527716172,73.04392420628,75.1553510750829,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,41.0942043249437,41.0942043249437,53.58055437048937,54.545609045541035,60.825826191154256,62.641647458101254,66.4594685520369,68.4550577488114,71.14781823328963,73.05580150232934,75.16757580642393,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,41.100896894880236,41.100896894880236,53.58928412910623,54.55449829570046,60.835741820668424,62.6518618253381,66.47030816424572,68.46622558676606,71.15942798536511,73.06772522453093,75.1798467028843,,,,,,,,,,,,,,,,,,,,,,,,,,,
