seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,500.0,229.51,422.66079365079366,,1500
43,491.52,476.88,437.4180423280423,1384,1500
44,487.91,454.5,406.62915343915347,,1500
45,479.18,404.94,293.07973544973544,,1500
46,500.0,500.0,485.2612698412699,1385,1500
47,478.49,34.19,233.74386243386246,,1500
48,500.0,498.25,474.41629629629625,1322,1500
49,500.0,500.0,500.0,1172,1500
50,487.27,376.28,413.0698941798942,,1500
51,491.52,490.88,414.3162962962963,1485,1500
52,496.87,484.62,436.377037037037,1464,1500
53,500.0,493.65,466.20814814814815,1460,1500
54,498.92,498.92,426.66380952380956,1458,1500
55,500.0,497.85,484.535873015873,1336,1500
56,500.0,284.98,284.7483068783069,,1500
57,499.37,468.9,451.9738624338624,,1500
58,492.93,254.92,412.7130687830688,,1500
59,500.0,499.52,443.8853439153439,1433,1500
60,483.66,347.21,424.3939682539683,,1500
61,500.0,500.0,498.54439153439154,700,1500
